Timeline,Oxygen Consumption,Ammonia Nitrogen,PH,Dissolved Oxygen
00:00.0,4.9838,0.0511,8.1175,12.1992
30:00.0,4.9838,0.0719,8.112,12.2004
00:00.0,4.9842,0.0693,8.1084,12.1201
30:00.0,4.9834,0.0738,8.1082,11.9328
30:00.0,4.8566,0.0752,8.1073,12.0143
00:00.0,4.8566,0.0527,8.1038,12.0674
30:00.0,4.8578,0.0569,8.0799,11.9308
00:00.0,4.8566,0.0633,8.0749,11.9863
30:00.0,4.857,0.0744,8.0642,12.041
00:00.0,4.8581,0.0546,8.0609,11.9032
30:00.0,4.8578,0.0731,8.0543,11.7978
00:00.0,4.9445,0.0635,8.0546,12.0406
30:00.0,4.9437,0.0632,8.0546,12.0135
00:00.0,4.9441,0.0663,8.0408,11.8489
30:00.0,4.9437,0.0738,8.0359,11.8769
00:00.0,4.8723,0.0568,8.0307,11.7682
30:00.0,4.8723,0.0616,8.0397,11.7415
00:00.0,4.8719,0.0774,8.0406,11.7139
30:00.0,4.8719,0.02,8.0447,11.7139
00:00.0,5.1573,0.02,8.0455,11.8189
30:00.0,5.1565,0.02,8.0461,11.7399
00:00.0,5.1565,0.02,8.0318,11.7151
30:00.0,5.1561,0.02,8.0276,11.7407
00:00.0,5.1565,0.02,8.018,11.8225
30:00.0,5.1565,0.02,8.023,12.0422
00:00.0,5.1557,0.02,8.0142,11.9108
30:00.0,5.1565,0.02,8.0095,12.0738
00:00.0,5.2739,0.02,8.0106,11.942
30:00.0,5.2739,0.02,8.0238,11.8936
00:00.0,5.2743,0.02,8.0142,12.0251
30:00.0,5.2739,0.02,8.0276,12.081
00:00.0,5.2743,0.02,8.0419,12.1309
30:00.0,5.2747,0.02,8.0546,12.238
00:00.0,5.2751,0.02,8.0694,12.2867
30:00.0,5.2743,0.02,8.0837,12.1809
00:00.0,5.2189,0.02,8.0928,12.1529
30:00.0,5.2181,0.02,8.1073,12.2587
00:00.0,5.2185,0.02,8.1068,12.3115
30:00.0,5.2185,0.02,8.1123,12.3075
00:00.0,5.2189,0.02,8.1109,12.1777
30:00.0,5.2189,0.02,8.1117,12.2563
00:00.0,5.2201,0.02,8.1211,12.2563
30:00.0,5.2189,0.02,8.1211,12.1477
00:00.0,5.0521,0.02,8.115,12.2555
30:00.0,5.0529,0.02,8.1161,12.1481
00:00.0,5.0533,0.02,8.1109,12.1229
30:00.0,5.0537,0.02,8.1101,12.1197
00:00.0,5.0544,0.02,8.1343,12.1477
30:00.0,5.0544,0.02,8.1395,12.0422
00:00.0,5.054,0.02,8.1392,12.1181
30:00.0,5.0544,0.02,8.1307,12.2252
00:00.0,4.952,0.02,8.1211,12.067
30:00.0,4.9524,0.02,8.112,12.1437
00:00.0,4.9516,0.02,8.1018,11.9292
30:00.0,4.9528,0.02,8.093,11.8497
00:00.0,4.9532,0.02,8.0834,11.956
30:00.0,4.9528,0.02,8.0785,11.7674
00:00.0,4.9524,0.02,8.0735,11.7419
30:00.0,4.952,0.02,8.0691,11.6624
00:00.0,4.8566,0.02,8.0601,11.7698
30:00.0,4.857,0.02,8.0741,11.7155
00:00.0,4.857,0.02,8.0694,11.5797
30:00.0,4.8558,0.02,8.0587,11.7163
00:00.0,4.8475,0.02,8.0592,11.6887
30:00.0,4.8483,0.02,8.054,11.6324
00:00.0,4.8475,0.02,8.0444,11.5557
30:00.0,4.8479,0.02,8.04,11.4738
00:00.0,4.9661,0.02,8.0312,11.4479
30:00.0,4.9661,0.02,8.0073,11.314
00:00.0,4.9661,0.02,7.9988,11.5277
30:00.0,4.9673,0.02,7.9837,11.4766
00:00.0,4.9665,0.02,7.9839,11.2377
30:00.0,4.9653,0.02,7.979,11.374
00:00.0,4.9661,0.02,7.9697,11.4027
30:00.0,4.9653,0.02,7.9515,11.4307
00:00.0,5.1479,0.02,7.9367,11.4359
30:00.0,5.1479,0.02,7.9172,11.36
00:00.0,5.1471,0.02,7.9111,11.4634
30:00.0,5.1467,0.02,7.9353,11.4367
00:00.0,5.1471,0.02,7.9743,11.5146
30:00.0,5.1471,0.02,8.0037,11.5397
00:00.0,5.1479,0.02,8.018,11.4586
30:00.0,5.1475,0.02,8.0312,11.7251
00:00.0,4.9567,0.02,8.0403,11.7243
30:00.0,4.9575,0.02,8.0496,11.7506
00:00.0,4.9579,0.02,8.045,11.6688
30:00.0,4.9571,0.02,8.0494,11.7746
00:00.0,4.9575,0.02,8.0444,11.6959
30:00.0,4.9567,0.02,8.0348,11.5629
00:00.0,4.9571,0.02,8.0298,11.5881
30:00.0,4.9571,0.02,8.0216,11.5621
00:00.0,4.6642,0.02,8.0164,11.5605
30:00.0,4.6654,0.02,8.0164,11.5601
00:00.0,4.665,0.02,8.0073,11.4263
30:00.0,4.6666,0.02,7.9971,11.3456
00:00.0,4.6654,0.02,7.9925,11.3472
30:00.0,4.6658,0.02,7.9878,11.4523
00:00.0,4.6658,0.02,7.9834,11.3724
30:00.0,4.6654,0.02,7.9823,11.2949
00:00.0,4.4597,0.02,7.9732,11.2673
30:00.0,4.4593,0.02,7.9732,11.187
00:00.0,4.4601,0.02,7.9683,11.2409
30:00.0,4.4605,0.02,7.9633,11.1575
00:00.0,4.4601,0.02,7.968,11.1862
30:00.0,4.4605,0.02,7.9677,11.187
00:00.0,4.4597,0.02,7.9776,11.0532
30:00.0,4.4593,0.02,7.9675,11.0244
00:00.0,5.0929,0.02,7.9499,11.1331
30:00.0,5.0917,0.02,7.9438,10.9733
00:00.0,5.0929,0.02,7.9342,11.2989
30:00.0,5.0929,0.02,7.9447,11.0308
00:00.0,4.6399,0.02,7.954,11.086
30:00.0,4.6414,0.02,7.9447,10.9521
00:00.0,4.6414,0.02,7.9691,11.03
30:00.0,4.6418,0.02,7.9881,10.9002
00:00.0,4.6823,0.02,7.9886,10.6334
30:00.0,4.6815,0.02,7.9738,10.8451
00:00.0,4.6819,0.02,7.9639,10.8938
30:00.0,4.6815,0.02,7.9644,10.7316
00:00.0,4.6815,0.02,7.9496,10.7316
30:00.0,4.6811,0.02,7.926,10.5723
00:00.0,4.6811,0.02,7.937,10.6809
30:00.0,4.6815,0.02,7.9425,10.4976
00:00.0,5.0839,0.02,7.9238,10.8455
30:00.0,5.0843,0.02,7.8545,10.7991
00:00.0,5.0843,0.02,7.8394,10.7975
30:00.0,5.0847,0.02,7.8394,10.7161
00:00.0,5.0847,0.02,7.888,10.633
30:00.0,5.0843,0.02,7.9018,10.794
00:00.0,5.0851,0.02,7.9372,10.8503
30:00.0,5.0851,0.02,7.9589,10.8235
00:00.0,5.1479,0.02,7.9782,11.1415
30:00.0,5.1475,0.02,7.9878,11.0069
00:00.0,5.1475,0.02,7.993,11.0316
30:00.0,5.1479,0.02,7.9933,11.0292
00:00.0,5.1483,0.02,7.9883,11.163
30:00.0,5.1479,0.02,7.979,11.0816
00:00.0,5.1491,0.02,7.9741,11.0816
30:00.0,5.1483,0.02,7.9746,11.0296
00:00.0,5.2272,0.02,7.965,10.899
30:00.0,5.2276,0.02,7.9501,10.8495
00:00.0,5.2276,0.02,7.9609,11.0344
30:00.0,5.2287,0.02,7.9548,10.9805
00:00.0,5.2287,0.02,7.9603,10.6078
30:00.0,5.2287,0.02,7.9504,10.6901
00:00.0,5.2287,0.02,7.9512,10.8563
30:00.0,5.2287,0.02,7.946,10.746
00:00.0,5.7352,0.02,7.9414,10.8499
30:00.0,5.7352,0.02,7.9317,10.7436
00:00.0,5.7348,0.02,7.9315,10.742
30:00.0,5.7356,0.02,7.9317,10.6621
00:00.0,5.7352,0.02,7.9221,10.7428
30:00.0,5.736,0.02,7.9117,10.6114
00:00.0,5.736,0.02,7.9073,10.5291
30:00.0,5.7356,0.02,7.9018,10.5319
00:00.0,5.213,0.02,7.9018,10.5031
30:00.0,5.2123,0.02,7.882,10.3709
00:00.0,5.2119,0.02,7.8487,10.3434
30:00.0,5.2119,0.02,7.8738,10.208
00:00.0,4.7294,0.02,7.8592,10.3981
30:00.0,4.729,0.02,7.8449,10.4796
00:00.0,4.7294,0.02,7.8204,10.289
30:00.0,4.7286,0.02,7.8207,10.2355
00:00.0,4.7682,0.02,7.8545,10.1848
30:00.0,4.7686,0.02,7.8592,10.1844
00:00.0,4.769,0.02,7.8696,10.2395
30:00.0,4.7679,0.02,7.8836,10.2918
00:00.0,4.7682,0.02,7.8779,10.21
30:00.0,4.7686,0.02,7.8779,10.6142
00:00.0,4.7686,0.02,7.8628,10.6937
30:00.0,4.7675,0.02,7.8677,10.6386
00:00.0,4.7745,0.02,7.8724,10.4496
30:00.0,4.7757,0.02,7.8493,10.2347
00:00.0,4.7753,0.02,7.8641,10.317
30:00.0,4.7757,0.02,7.8683,10.4229
00:00.0,4.7765,0.02,7.8823,10.2882
30:00.0,4.7765,0.02,7.8729,10.4245
00:00.0,4.7769,0.02,7.8776,10.3989
30:00.0,4.7765,0.02,7.8773,10.5319
00:00.0,4.9033,0.02,7.8828,10.2886
30:00.0,4.9029,0.02,7.8781,10.4772
00:00.0,4.9033,0.02,7.8732,10.2607
30:00.0,4.9037,0.02,7.8735,10.4229
00:00.0,4.9033,0.02,7.8685,10.4205
30:00.0,4.9033,0.02,7.8581,10.4225
00:00.0,4.9033,0.02,7.8825,10.4492
30:00.0,4.9029,0.02,7.8823,10.3162
00:00.0,4.6728,0.02,7.882,10.3953
30:00.0,4.6736,0.02,7.8779,10.5834
00:00.0,4.6744,0.02,7.8729,10.6613
30:00.0,4.6744,0.02,7.8674,10.6909
00:00.0,4.6744,0.02,7.8586,10.5822
30:00.0,4.674,0.02,7.8584,10.6094
00:00.0,4.6744,0.02,7.8537,10.5547
30:00.0,4.6744,0.02,7.8493,10.5283
00:00.0,5.1027,0.02,7.8389,10.502
30:00.0,5.1019,0.02,7.8391,10.4764
00:00.0,5.1027,0.02,7.8345,10.4213
30:00.0,5.1027,0.02,7.8251,10.3681
00:00.0,5.1023,0.02,7.8243,10.3697
30:00.0,5.1035,0.02,7.8196,10.2591
00:00.0,5.1027,0.02,7.8108,10.315
30:00.0,5.1027,0.02,7.8097,10.2858
00:00.0,4.7533,0.02,7.8004,10.1512
30:00.0,4.7541,0.02,7.796,10.1021
00:00.0,4.7541,0.02,7.796,10.0989
30:00.0,4.7525,0.02,7.7759,10.1528
00:00.0,4.6505,0.02,7.7811,10.1544
30:00.0,4.6497,0.02,7.7809,10.0757
00:00.0,4.6497,0.02,7.7946,9.852
30:00.0,4.6497,0.02,7.7855,9.876
00:00.0,4.72,0.02,7.7762,9.7965
30:00.0,4.7204,0.02,7.5775,9.8221
00:00.0,4.7204,0.02,7.7031,9.6907
30:00.0,4.7192,0.02,7.7309,9.747
00:00.0,4.7211,0.02,7.741,12.5296
30:00.0,4.7192,0.02,7.7567,12.3175
00:00.0,4.7204,0.02,7.757,11.9176
30:00.0,4.7211,0.02,7.7383,11.6264
00:00.0,4.9186,0.02,7.7581,11.4674
30:00.0,4.9182,0.02,7.7418,11.4718
00:00.0,4.9182,0.02,7.733,10.6721
30:00.0,4.919,0.02,7.733,11.1251
00:00.0,4.919,0.02,7.7572,10.774
30:00.0,4.9186,0.02,7.771,10.8826
00:00.0,4.919,0.02,7.7803,10.7472
30:00.0,4.9186,0.02,7.7756,10.7772
00:00.0,5.1812,0.02,7.7756,10.8003
30:00.0,5.1797,0.02,7.7902,10.6382
00:00.0,5.1801,0.02,7.7894,11.0636
30:00.0,5.1793,0.02,7.7894,11.0632
00:00.0,5.1801,0.02,7.8226,10.9569
30:00.0,5.1797,0.02,7.838,10.9282
00:00.0,5.1808,0.02,7.8284,10.9825
30:00.0,5.1801,0.02,7.8138,10.6621
00:00.0,5.1569,0.02,7.7891,10.7436
30:00.0,5.1577,0.02,7.7853,10.5571
00:00.0,5.1577,0.02,7.7603,10.7153
30:00.0,5.1581,0.02,7.7454,10.7959
00:00.0,5.1577,0.02,7.7218,10.7157
30:00.0,5.1585,0.02,7.7465,10.4748
00:00.0,5.1581,0.02,7.7512,10.5267
30:00.0,5.1581,0.02,7.7559,11.1127
00:00.0,4.9284,0.02,7.7762,11.1395
30:00.0,4.9284,0.02,7.7861,11.0596
00:00.0,4.9284,0.02,7.7811,11.1658
30:00.0,4.9288,0.02,7.7902,11.195
00:00.0,4.9296,0.02,7.8004,11.3017
30:00.0,4.9292,0.02,7.8001,11.1379
00:00.0,4.9296,0.02,7.7957,11.1099
30:00.0,4.9292,0.02,7.8045,11.221
00:00.0,4.8648,0.02,7.8048,11.1107
30:00.0,4.8652,0.02,7.8094,11.1387
00:00.0,4.8644,0.02,7.8094,11.0045
30:00.0,4.8652,0.02,7.7996,11.0596
00:00.0,4.8252,0.02,7.8045,11.0057
30:00.0,4.8248,0.02,7.8042,10.9505
00:00.0,4.8236,0.02,7.8039,10.7656
30:00.0,4.8236,0.02,7.921,10.7396
00:00.0,5.7348,0.02,8.0142,10.9517
30:00.0,5.7344,0.02,8.0425,10.7141
00:00.0,5.7348,0.02,8.0516,11.9416
30:00.0,5.7352,0.02,8.0612,11.6739
00:00.0,5.7348,0.02,8.0658,11.5689
30:00.0,5.7344,0.02,8.0716,11.4367
00:00.0,5.7348,0.02,8.0914,11.4479
30:00.0,5.734,0.02,8.1013,11.3072
00:00.0,5.5997,0.02,8.1073,11.3656
30:00.0,5.5997,0.02,8.0972,11.3408
00:00.0,5.6001,0.02,8.1197,11.3676
30:00.0,5.5993,0.02,8.1433,11.3128
00:00.0,5.6001,0.02,8.1623,11.4455
30:00.0,5.6005,0.02,8.1758,11.4439
00:00.0,5.6001,0.02,8.1892,11.4167
30:00.0,5.6001,0.02,8.1988,11.3899
00:00.0,5.3705,0.02,8.2076,11.3084
30:00.0,5.3701,0.02,8.2079,11.2805
00:00.0,5.3705,0.02,8.2272,11.3883
30:00.0,5.3705,0.02,8.2272,11.306
00:00.0,5.3709,0.02,8.2222,11.2521
30:00.0,5.3713,0.02,8.2134,11.3588
00:00.0,5.3716,0.02,8.2087,11.4123
30:00.0,5.3705,0.02,8.2085,11.3076
00:00.0,5.1805,0.02,8.1988,11.1199
30:00.0,5.1801,0.02,8.1945,10.9621
00:00.0,5.1812,0.02,8.1892,11.0129
30:00.0,5.1805,0.02,8.1892,10.9358
00:00.0,5.1812,0.02,8.1936,10.9098
30:00.0,5.1812,0.02,8.1936,10.9318
00:00.0,5.1808,0.02,8.2019,11.1427
30:00.0,5.1812,0.02,8.2021,11.062
00:00.0,5.0941,0.02,8.2027,10.9813
30:00.0,5.0937,0.02,8.1923,11.1379
00:00.0,5.0933,0.02,8.1876,11.0836
30:00.0,5.0933,0.02,8.1788,10.9785
00:00.0,5.0933,0.02,8.1736,10.9773
30:00.0,5.0937,0.02,8.1788,11.0053
00:00.0,5.0929,0.02,8.1782,10.9254
30:00.0,5.0937,0.02,8.178,10.8199
00:00.0,4.8318,0.02,8.1738,10.7133
30:00.0,4.8318,0.02,8.1686,10.7912
00:00.0,4.8318,0.02,8.1593,10.7101
30:00.0,4.8315,0.02,8.1549,10.577
00:00.0,4.7282,0.02,8.1453,10.6286
30:00.0,4.7286,0.02,8.1398,10.6557
00:00.0,4.7298,0.02,8.1315,10.5215
30:00.0,4.7294,0.02,8.1312,10.4684
00:00.0,4.7847,0.02,8.131,10.3094
30:00.0,4.7859,0.02,8.1329,10.3637
00:00.0,4.7859,0.02,8.1318,10.3889
30:00.0,4.7855,0.02,8.1321,10.442
00:00.0,4.7863,0.02,8.1282,10.4161
30:00.0,4.7855,0.02,8.1241,10.4716
00:00.0,4.7863,0.02,8.1145,10.5535
30:00.0,4.7863,0.02,8.1115,10.341
00:00.0,4.9445,0.02,8.1057,10.5055
30:00.0,4.9441,0.02,8.1104,10.5347
00:00.0,4.9445,0.02,8.0908,10.4005
30:00.0,4.9445,0.02,8.1046,10.5866
00:00.0,4.9441,0.02,8.1189,10.5047
30:00.0,4.9429,0.02,8.1378,10.4492
00:00.0,4.9433,0.02,8.1469,10.5567
30:00.0,4.9429,0.02,8.1516,10.5858
00:00.0,5.0058,0.02,8.1422,10.5842
30:00.0,5.0062,0.02,8.1422,10.6366
00:00.0,5.0062,0.02,8.1414,10.6621
30:00.0,5.0065,0.02,8.151,10.5004
00:00.0,5.0069,0.02,8.1505,10.4468
30:00.0,5.0065,0.02,8.1554,10.4736
00:00.0,5.0073,0.02,8.1552,10.4448
30:00.0,5.0069,0.02,8.1502,10.2567
00:00.0,4.8405,0.02,8.1307,10.3094
30:00.0,4.8405,0.02,8.1161,10.2539
00:00.0,4.8405,0.02,8.1164,10.3086
30:00.0,4.8405,0.02,8.1458,10.2255
00:00.0,4.8405,0.02,8.1604,10.1996
30:00.0,4.8405,0.02,8.1656,10.0166
00:00.0,4.8405,0.02,8.1607,10.0442
30:00.0,4.8409,0.02,8.1508,10.1237
00:00.0,5.2052,0.02,8.1318,10.1776
30:00.0,5.2056,0.02,8.1356,10.0981
00:00.0,5.2052,0.02,8.1321,9.8588
30:00.0,5.206,0.02,8.1312,9.3711
00:00.0,5.2048,0.02,8.1268,9.4202
30:00.0,5.206,0.02,8.1312,9.5552
00:00.0,5.2056,0.02,8.1362,9.3124
30:00.0,5.206,0.02,8.1356,9.2053
00:00.0,4.7384,0.02,8.1312,9.6307
30:00.0,4.7384,0.02,8.1312,9.4993
00:00.0,4.7384,0.02,8.1216,9.4993
30:00.0,4.738,0.02,8.1222,9.3132
00:00.0,4.6901,0.02,8.1175,9.473
30:00.0,4.6905,0.02,8.1079,9.3128
00:00.0,4.6909,0.02,8.1181,9.4202
30:00.0,4.6901,0.02,8.1178,9.2073
00:00.0,4.6191,0.02,8.1131,9.2061
30:00.0,4.6187,0.02,8.1084,9.4734
00:00.0,4.6198,0.02,8.0996,9.4734
30:00.0,4.6191,0.02,8.0994,9.5824
00:00.0,4.6195,0.02,8.0999,9.4462
30:00.0,4.6187,0.02,8.1007,9.4198
00:00.0,4.6191,0.02,8.0969,9.4206
30:00.0,4.6187,0.02,8.0738,9.3967
00:00.0,4.8947,0.02,8.059,9.5628
30:00.0,4.895,0.02,8.015,9.431
00:00.0,4.8947,0.02,8.015,9.4558
30:00.0,4.8954,0.02,8.0384,9.6691
00:00.0,4.8958,0.02,8.0763,9.5888
30:00.0,4.8954,0.02,8.095,9.614
00:00.0,4.8958,0.02,8.1032,9.5888
30:00.0,4.8962,0.02,8.1219,9.6148
00:00.0,4.8008,0.02,8.1225,9.7733
30:00.0,4.802,0.02,8.1321,9.7182
00:00.0,4.8024,0.02,8.1274,9.8468
30:00.0,4.8016,0.02,8.1225,9.6691
00:00.0,4.8028,0.02,8.1222,9.7402
30:00.0,4.8024,0.02,8.123,9.417
00:00.0,4.802,0.02,8.1227,9.5509
30:00.0,4.8028,0.02,8.1227,9.441
00:00.0,4.8028,0.02,8.109,9.6303
30:00.0,4.8024,0.02,8.1087,9.5229
00:00.0,4.8036,0.02,8.1131,9.4949
30:00.0,4.8028,0.02,8.1131,9.2561
00:00.0,4.8028,0.02,8.1134,9.3635
30:00.0,4.8032,0.02,8.1268,9.2045
00:00.0,4.8028,0.02,8.1318,9.1498
30:00.0,4.8024,0.02,8.1279,9.2565
00:00.0,4.7796,0.02,8.1365,9.4134
30:00.0,4.7792,0.02,8.1183,9.1498
00:00.0,4.7796,0.02,8.109,9.2812
30:00.0,4.7785,0.02,8.1029,9.2537
00:00.0,4.7792,0.02,8.0988,9.2029
30:00.0,4.78,0.02,8.1035,9.0439
00:00.0,4.7788,0.02,8.0941,9.0424
30:00.0,4.78,0.02,8.1035,8.9621
00:00.0,4.9214,0.02,8.0988,9.1754
30:00.0,4.9214,0.02,8.0939,9.014
00:00.0,4.921,0.02,8.0851,9.0408
30:00.0,4.921,0.02,8.0936,9.0947
00:00.0,4.8966,0.02,8.1032,9.3064
30:00.0,4.897,0.02,8.0889,9.1234
00:00.0,4.8974,0.02,8.1134,9.5469
30:00.0,4.8978,0.02,8.1043,9.4933
00:00.0,4.8016,0.02,8.0854,11.316
30:00.0,4.8024,0.02,8.0848,11.0788
00:00.0,4.8032,0.02,8.1049,10.1221
30:00.0,4.8016,0.02,8.1002,9.5281
00:00.0,4.8024,0.02,8.0854,11.3212
30:00.0,4.8016,0.02,8.0903,11.0812
00:00.0,4.8016,0.02,8.0892,10.6298
30:00.0,4.802,0.02,8.1134,11.195
00:00.0,5.0226,0.02,8.1079,11.2725
30:00.0,5.0234,0.02,8.0887,11.2713
00:00.0,5.0238,0.02,8.1079,11.2457
30:00.0,5.0234,0.02,8.0983,11.2162
00:00.0,5.023,0.02,8.0788,11.2174
30:00.0,5.0219,0.02,8.0837,11.2729
00:00.0,5.0222,0.02,8.084,11.1934
30:00.0,5.0226,0.02,8.0414,11.0832
00:00.0,5.8,0.02,8.0749,11.2206
30:00.0,5.8,0.02,8.079,11.2194
00:00.0,5.8,0.02,8.0788,10.2024
30:00.0,5.8,0.02,8.0788,10.0969
00:00.0,5.8,0.02,8.0738,9.9907
30:00.0,5.8,0.02,8.0694,9.7993
00:00.0,5.8,0.02,8.0601,9.7138
30:00.0,5.8,0.02,8.0548,9.5792
00:00.0,5.7108,0.02,8.0502,9.6048
30:00.0,5.712,0.02,8.0505,9.5796
00:00.0,5.7116,0.02,8.0458,9.6299
30:00.0,5.7112,0.02,8.0406,9.5237
00:00.0,5.7116,0.02,8.0359,9.2037
30:00.0,5.7108,0.02,8.0406,9.1226
00:00.0,5.712,0.02,8.0309,9.125
30:00.0,5.7124,0.02,8.0265,9.0967
00:00.0,5.0933,0.02,8.026,9.2557
30:00.0,5.0929,0.02,8.0172,8.8822
00:00.0,5.0937,0.02,8.007,8.9349
30:00.0,5.0933,0.02,8.0079,8.8558
00:00.0,5.0937,0.02,8.0076,8.535
30:00.0,5.0933,0.02,7.9925,8.4823
00:00.0,5.0933,0.02,7.9925,8.4552
30:00.0,5.0929,0.02,7.9922,8.6181
00:00.0,4.8719,0.02,7.973,8.4296
30:00.0,4.8719,0.02,7.9779,8.4568
00:00.0,4.8715,0.02,7.9675,8.5362
30:00.0,4.8715,0.02,7.9677,8.162
00:00.0,4.7286,0.02,7.9625,8.2143
30:00.0,4.7294,0.02,7.9581,8.2402
00:00.0,4.729,0.02,7.9534,8.4016
30:00.0,4.7278,0.02,7.9477,8.5894
00:00.0,4.7521,0.02,7.9523,8.4803
30:00.0,4.7525,0.02,7.9677,8.4032
00:00.0,4.7533,0.02,7.9677,8.4
30:00.0,4.7518,0.02,7.9672,8.1863
00:00.0,4.7525,0.02,7.9669,8.1044
30:00.0,4.7529,0.02,7.9581,8.1855
00:00.0,4.7521,0.02,7.9523,8.0541
30:00.0,4.7521,0.02,7.9479,8.0521
00:00.0,4.6497,0.02,7.9534,7.9726
30:00.0,4.6493,0.02,7.9532,8.0261
00:00.0,4.6501,0.02,7.9425,8.1628
30:00.0,4.6497,0.02,7.9436,8.1348
00:00.0,4.6489,0.02,7.9378,8.2143
30:00.0,4.6501,0.02,7.9389,8.3213
00:00.0,4.6501,0.02,7.9339,8.3465
30:00.0,4.6501,0.02,7.7693,8.2414
00:00.0,4.5625,0.02,7.8507,8.16
30:00.0,4.5633,0.02,7.8996,8.1616
00:00.0,4.5625,0.02,7.924,8.1344
30:00.0,4.5625,0.02,7.9383,8.5095
00:00.0,4.5629,0.02,7.9493,8.5902
30:00.0,4.5625,0.02,7.9444,8.5642
00:00.0,4.5621,0.02,7.9485,8.4032
30:00.0,4.5629,0.02,7.9298,8.5115
00:00.0,4.7765,0.02,7.9202,8.4052
30:00.0,4.7773,0.02,7.9147,8.4584
00:00.0,4.7777,0.02,7.9054,8.1648
30:00.0,4.7773,0.02,7.9045,8.297
00:00.0,4.7773,0.02,7.9043,8.2406
30:00.0,4.7777,0.02,7.9043,8.458
00:00.0,4.7777,0.02,7.9045,8.0809
30:00.0,4.7773,0.02,7.9051,8.2946
00:00.0,4.4369,0.02,8.0546,8.2398
30:00.0,4.4357,0.02,8.0735,8.3769
00:00.0,4.4361,0.02,8.1115,8.4823
30:00.0,4.4365,0.02,8.1362,11.1886
00:00.0,4.4369,0.02,8.1216,11.2677
30:00.0,4.4365,0.02,8.1359,11.1331
00:00.0,4.4361,0.02,8.1403,11.1075
30:00.0,4.4357,0.02,8.1453,11.1075
00:00.0,4.4436,0.02,8.1593,11.2709
30:00.0,4.4436,0.02,8.1604,11.2465
00:00.0,4.4432,0.02,8.1554,11.1934
30:00.0,4.4436,0.02,8.1502,11.0328
00:00.0,5.8,0.02,7.8861,10.3641
30:00.0,5.8,0.02,7.9155,9.9331
00:00.0,5.8,0.02,7.9243,9.6871
30:00.0,5.8,0.02,7.9293,9.7418
00:00.0,4.6677,0.02,7.9301,9.582
30:00.0,4.6674,0.02,7.9348,9.4961
00:00.0,4.667,0.02,7.9342,9.4394
30:00.0,4.6666,0.02,7.9342,9.2009
00:00.0,4.6674,0.02,7.896,9.1498
30:00.0,4.6677,0.02,7.8823,9.014
00:00.0,4.6674,0.02,7.9254,9.121
30:00.0,4.667,0.02,7.9449,12.3215
00:00.0,5.6417,0.02,7.9499,11.67
30:00.0,5.6417,0.02,7.9543,11.2993
00:00.0,5.6425,0.02,7.949,11.2997
30:00.0,5.6429,0.02,7.9499,11.2461
00:00.0,5.6421,0.02,7.9592,11.3244
30:00.0,5.6425,0.02,7.9644,11.1347
00:00.0,5.6421,0.02,7.9694,11.1067
30:00.0,5.6425,0.02,7.9746,11.161
00:00.0,4.3906,0.02,7.979,11.1626
30:00.0,4.3898,0.02,7.9883,11.2993
00:00.0,4.3906,0.02,7.9938,11.3803
30:00.0,4.3902,0.02,7.9892,11.1902
00:00.0,4.3914,0.02,7.9875,11.2429
30:00.0,4.3898,0.02,7.9842,11.1894
00:00.0,4.3902,0.02,7.9738,11.082
30:00.0,4.391,0.02,7.9743,11.1614
00:00.0,4.3187,0.02,7.9749,11.0536
30:00.0,4.3191,0.02,7.9735,11.1343
00:00.0,4.3195,0.02,7.9738,10.9481
30:00.0,4.3195,0.02,7.9741,10.871
00:00.0,4.3199,0.02,7.9694,11.0808
30:00.0,4.3195,0.02,7.9501,11.0576
00:00.0,4.3195,0.02,7.9493,10.8447
30:00.0,4.3195,0.02,7.9449,10.8694
00:00.0,4.2002,0.02,7.949,10.8423
30:00.0,4.2002,0.02,7.9636,10.7624
00:00.0,4.2006,0.02,7.9686,10.5751
30:00.0,4.2014,0.02,7.9741,10.5755
00:00.0,4.201,0.02,7.9782,10.5475
30:00.0,4.1998,0.02,7.973,10.6549
00:00.0,4.2021,0.02,7.9636,10.6274
30:00.0,4.2002,0.02,7.9545,10.6258
00:00.0,4.2571,0.02,7.9485,10.5747
30:00.0,4.2567,0.02,7.9488,10.466
00:00.0,4.2551,0.02,7.9537,10.4952
30:00.0,4.2551,0.02,7.9548,10.4928
00:00.0,4.5955,0.02,7.9551,10.492
30:00.0,4.5951,0.02,7.9504,10.4396
00:00.0,4.5947,0.02,7.9554,10.4436
30:00.0,4.5947,0.02,7.9738,10.5794
00:00.0,4.1676,0.02,7.9743,10.4988
30:00.0,4.1668,0.02,7.9787,10.8734
00:00.0,4.1676,0.02,7.9839,10.8451
30:00.0,4.1684,0.02,7.9886,10.909
00:00.0,4.1676,0.02,7.9927,10.7884
30:00.0,4.168,0.02,7.9977,10.921
00:00.0,4.1668,0.02,7.9974,10.9206
30:00.0,4.1672,0.02,8.0081,10.9985
00:00.0,4.2065,0.02,8.0271,11.0001
30:00.0,4.2069,0.02,8.0312,11.026
00:00.0,4.2076,0.02,8.0318,10.9477
30:00.0,4.2076,0.02,8.0356,11.1355
00:00.0,4.2076,0.02,8.0359,11.1914
30:00.0,4.2076,0.02,8.0359,11.054
00:00.0,4.2088,0.02,8.0362,11.2162
30:00.0,4.2088,0.02,8.0364,11.08
00:00.0,4.0184,0.02,8.0414,11.1063
